App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,New_size,New_version,Income,Installs_log,Reviews_log,Price_log,Income_log,New_size_log,Action,Adventure,Arcade,Board,Card,Casino,Casual,Music,Puzzle,Racing,Role Playing,Simulation,Sports,Strategy,Trivia,Word
Auction Wars : Storage King,GAME,4.1,29062,63M,1000000.0,Free,0.0,Everyone,Casino,2017-09-15,2.10,2.3 and up,64512.0,2.3,0.0,13.815510557964274,10.27718675788064,0.0,0.0,11.074606531990986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
iSniper 3D Arctic Warfare,GAME,3.8,35572,Varies with device,1000000.0,Free,0.0,Teen,Arcade,2013-09-04,Varies with device,Varies with device,,0,0.0,13.815510557964274,10.47931409051953,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Action Commando 3D,GAME,4.2,492,63M,100000.0,Free,0.0,Teen,Action,2017-04-06,1.0,4.0.3 and up,64512.0,4.0.3,0.0,11.512925464970229,6.198478716492308,0.0,0.0,11.074606531990986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of Duty®: Heroes,GAME,4.4,1604146,57M,10000000.0,Free,0.0,Teen,Action,2018-06-27,4.8.0,4.1 and up,58368.0,4.1,0.0,16.11809565095832,14.288102085710197,0.0,0.0,10.974523073434003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXE.IO - Brutal Survival Battleground,GAME,4.2,3845,76M,500000.0,Free,0.0,Everyone 10+,Arcade,2018-08-03,1.6.1,4.1 and up,77824.0,4.1,0.0,13.122363377404328,8.254528881939745,0.0,0.0,11.262205145885785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axe Champ,GAME,3.8,141,19M,10000.0,Free,0.0,Everyone,Arcade,2018-05-26,1.0.6,4.1 and up,19456.0,4.1,0.0,9.210340371976184,4.948759890378168,0.0,0.0,9.875910784765894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axe Champ Hit,GAME,0.0,1,15M,100.0,Free,0.0,Everyone,Arcade,2018-05-25,0.1,4.1 and up,15360.0,4.1,0.0,4.605170185988092,0.0,0.0,0.0,9.639522006701663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axe Champion,GAME,4.4,21,15M,5000.0,Free,0.0,Everyone,Arcade,2018-05-28,0.1,4.1 and up,15360.0,4.1,0.0,8.517193191416238,3.044522437723423,0.0,0.0,9.639522006701663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikings Stickman Axe Fighting,GAME,4.2,924,43M,100000.0,Free,0.0,Everyone,Arcade,2017-10-21,1.5.2,3.0 and up,44032.0,3.0,0.0,11.512925464970229,6.828712071641684,0.0,0.0,10.692671921293016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axetatic - Axe Throwing Game,GAME,4.6,29,31M,1000.0,Free,0.0,Everyone 10+,Arcade,2017-10-22,1.3.3,4.2 and up,31744.0,4.2,0.0,6.907755278982137,3.367295829986474,0.0,0.0,10.3654590100846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axe Champs! Wars,GAME,5.0,8,25M,50.0,Free,0.0,Everyone,Arcade,2018-06-26,1.1,4.1 and up,25600.0,4.1,0.0,3.912023005428146,2.0794415416798357,0.0,0.0,10.150347630467653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axe Knight,GAME,4.5,52,33M,5000.0,Free,0.0,Everyone,Action,2018-06-26,1.0.5,4.1 and up,33792.0,4.1,0.0,8.517193191416238,3.9512437185814275,0.0,0.0,10.427979367065934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Vikings,GAME,4.4,15806,42M,1000000.0,Free,0.0,Teen,Arcade,2018-06-06,1.0.7,4.1 and up,43008.0,4.1,0.0,13.815510557964274,9.668144893764921,0.0,0.0,10.669141423882822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Knife&Axe Throwing,GAME,3.1,440,9.1M,50000.0,Free,0.0,Everyone,Arcade,2012-11-26,1.0.6,2.1 and up,9318.4,2.1,0.0,10.819778284410283,6.0867747269123065,0.0,0.0,9.139746219122257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stickman and Axe,GAME,4.4,69,2.8M,50000.0,Free,0.0,Teen,Action,2017-11-25,1.0,4.0.3 and up,2867.2,4.0.3,0.0,10.819778284410283,4.23410650459726,0.0,0.0,7.961091222780611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,0.0,1,13M,50.0,Free,0.0,Everyone,Arcade,2018-05-31,1.0.0,4.0 and up,13312.0,4.0,0.0,3.912023005428146,0.0,0.0,0.0,9.49642116306099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axe Man,GAME,3.7,53,14M,1000.0,Free,0.0,Everyone,Adventure,2015-02-23,3.0,2.3.3 and up,14336.0,2.3.3,0.0,6.907755278982137,3.970291913552122,0.0,0.0,9.570529135214711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Zombie Evil Killer:Axe,GAME,3.9,71,52M,10000.0,Free,0.0,Teen,Action,2016-12-01,1.1,2.3 and up,53248.0,2.3,0.0,9.210340371976184,4.2626798770413155,0.0,0.0,10.882715524180881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zlax.io Zombs Luv Ax,GAME,4.6,6344,32M,500000.0,Free,0.0,Everyone,Action,2018-04-04,1.7,4.1 and up,32768.0,4.1,0.0,13.122363377404328,8.755264763314685,0.0,0.0,10.39720770839918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61M,1000.0,Free,0.0,Everyone,Action,2017-09-14,1.2,4.0 and up,62464.0,4.0,0.0,6.907755278982137,1.791759469228055,0.0,0.0,11.042345669772764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flippy Axe : Flip The Knife & Axe Simulator,GAME,5.0,7,15M,100.0,Free,0.0,Everyone,Arcade,2017-09-27,1.1,4.2 and up,15360.0,4.2,0.0,4.605170185988092,1.9459101490553132,0.0,0.0,9.639522006701663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyborg AX-001,GAME,0.0,0,Varies with device,50.0,Free,0.0,Everyone 10+,Action,2018-06-25,Varies with device,Varies with device,,0,0.0,3.912023005428146,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodman Deluxe,GAME,4.0,82,4.4M,5000.0,Free,0.0,Everyone,Action,2015-07-06,1.0.2,2.3 and up,4505.6,2.3,0.0,8.517193191416238,4.406719247264253,0.0,0.0,8.413076346523669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¡Ay Metro!,GAME,3.8,489,36M,10000.0,Free,0.0,Everyone 10+,Arcade,2015-03-17,1.0.3.1,4.0 and up,36864.0,4.0,0.0,9.210340371976184,6.192362489474872,0.0,0.0,10.514990744055563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YAKALA AY,GAME,0.0,0,14M,1.0,Paid,0.99,Everyone,Arcade,2018-07-07,1.0,4.1 and up,14336.0,4.1,0.99,0.0,0.0,-0.01005033585350145,-0.01005033585350145,9.570529135214711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ay Vamos - PJ. Balvin - Piano,GAME,0.0,0,29M,5.0,Free,0.0,Everyone,Arcade,2018-07-09,1.0,4.1 and up,29696.0,4.1,0.0,1.6094379124341003,0.0,0.0,0.0,10.298767635585927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas Crime Stories,GAME,4.0,162530,97M,10000000.0,Free,0.0,Mature 17+,Racing,2018-07-02,1.0.0.0,4.1 and up,99328.0,4.1,0.0,16.11809565095832,11.998617879097221,0.0,0.0,11.506182784102837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miami crime simulator,GAME,4.0,254518,100M,10000000.0,Free,0.0,Mature 17+,Action,2018-07-09,2.0,4.0 and up,102400.0,4.0,0.0,16.11809565095832,12.447126839387204,0.0,0.0,11.536641991587544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strange Hero: Future Battle,GAME,4.2,88901,73M,10000000.0,Free,0.0,Teen,Action,2018-05-24,11.0.0,4.0 and up,74752.0,4.0,0.0,16.11809565095832,11.395278670032656,0.0,0.0,11.221931246747845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Day - Truck Distance Game,GAME,4.3,29270,44M,5000000.0,Free,0.0,Everyone,Action,2018-07-25,1.4.3,4.0.3 and up,45056.0,4.0.3,0.0,15.424948470398375,10.284318379685931,0.0,0.0,10.715661439517714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ Rockets,GAME,4.2,162,37M,10000.0,Free,0.0,Everyone,Arcade,2018-05-25,1.2.1,4.1 and up,37888.0,4.1,0.0,9.210340371976184,5.087596335232384,0.0,0.0,10.542389718243678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ra Ga Ba,GAME,5.0,2,20M,1.0,Paid,1.49,Everyone,Arcade,2017-02-08,1.0.4,2.3 and up,20480.0,2.3,1.49,0.0,0.6931471805599453,0.3987761199573678,0.3987761199573678,9.927204079153444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba Cristi,GAME,3.5,196,35M,10000.0,Free,0.0,Everyone,Adventure,2016-03-22,1.0.4,2.3 and up,35840.0,2.3,0.0,9.210340371976184,5.278114659230517,0.0,0.0,10.486819867088867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana Kong,GAME,4.4,3452530,68M,100000000.0,Free,0.0,Everyone,Action,2018-02-07,1.9.6.6,4.0.3 and up,69632.0,4.0.3,0.0,18.420680743952367,15.054617853583371,0.0,0.0,11.15097951077556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Shooter : Galaxy Attack,GAME,4.6,169661,40M,10000000.0,Free,0.0,Everyone,Arcade,2018-08-01,1.246,4.1 and up,40960.0,4.1,0.0,16.11809565095832,12.04155760748558,0.0,0.0,10.62035125971339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BC Slots - The Lost Reels FREE,GAME,4.0,209,22M,10000.0,Free,0.0,Teen,Casino,2018-07-13,7.0,4.0 and up,22528.0,4.0,0.0,9.210340371976184,5.342334251964811,0.0,0.0,10.022514258957768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Millionaire : Who want to be?,GAME,4.4,4396,40M,100000.0,Free,0.0,Everyone,Trivia,2017-04-12,1.5,2.3 and up,40960.0,2.3,0.0,11.512925464970229,8.388450315523512,0.0,0.0,10.62035125971339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bowmasters,GAME,4.7,1535581,Varies with device,50000000.0,Free,0.0,Teen,Action,2018-07-23,2.12.5,4.1 and up,,4.1,0.0,17.72753356339242,14.244419369018427,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauty Idol: Fashion Queen,GAME,4.3,128367,54M,1000000.0,Free,0.0,Everyone,Arcade,2017-10-27,2.1.0,4.0.3 and up,55296.0,4.0.3,0.0,13.815510557964274,11.762648627859642,0.0,0.0,10.920455852163727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard Time (Prison Sim),GAME,4.3,275843,41M,10000000.0,Free,0.0,Teen,Adventure,2018-07-19,1.401,4.0 and up,41984.0,4.0,0.0,16.11809565095832,12.527587142268393,0.0,0.0,10.645043872303761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battlefield™ Companion,GAME,4.0,263907,62M,10000000.0,Free,0.0,Everyone 10+,Action,2016-11-01,3.0.4,4.0 and up,63488.0,4.0,0.0,16.11809565095832,12.483352047338567,0.0,0.0,11.058606190644545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolf of the BF:Commando MOBILE,GAME,3.4,32,27M,1000.0,Paid,0.99,Everyone 10+,Arcade,2017-03-23,1.00.10,4.0 and up,27648.0,4.0,990.0,6.907755278982137,3.4657359027997265,-0.01005033585350145,6.897704943128636,10.227308671603781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BF at Sea Refueled,GAME,4.4,1849,37M,10000.0,Free,0.0,Everyone,Board,2015-10-20,1.1.8,2.3.3 and up,37888.0,2.3.3,0.0,9.210340371976184,7.522400231387125,0.0,0.0,10.542389718243678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bullet Force,GAME,4.5,634159,58M,10000000.0,Free,0.0,Teen,Action,2018-06-21,1.40,4.2 and up,59392.0,4.2,0.0,16.11809565095832,13.36005499062068,0.0,0.0,10.991914816145872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BF Combat: Genesis,GAME,4.0,3322,82M,100000.0,Free,0.0,Mature 17+,Action,2017-03-02,5.1.6,2.3 and up,83968.0,2.3,0.0,11.512925464970229,8.10832229017324,0.0,0.0,11.338191052863706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combat BF: Black Ops 3,GAME,4.2,7699,83M,500000.0,Free,0.0,Mature 17+,Action,2017-03-02,5.1.6,2.3 and up,84992.0,2.3,0.0,13.122363377404328,8.94884572927805,0.0,0.0,11.35031241339605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BF Frontline City,GAME,4.1,29798,80M,1000000.0,Free,0.0,Mature 17+,Action,2017-03-06,5.1.7,2.3 and up,81920.0,2.3,0.0,13.815510557964274,10.302196556147285,0.0,0.0,11.313498440273335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faketalk - Chatbot,GAME,4.2,63056,8.1M,1000000.0,Free,0.0,Teen,Word,2018-07-03,1.9.7,2.3 and up,8294.4,2.3,0.0,13.815510557964274,11.051778499434786,0.0,0.0,9.023335867277845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Block Gun 3D: Call of Destiny,GAME,3.7,31883,20M,1000000.0,Free,0.0,Teen,Action,2017-03-23,1.4.3,2.3 and up,20480.0,2.3,0.0,13.815510557964274,10.369828231362574,0.0,0.0,9.927204079153444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOOD & GLORY: IMMORTALS,GAME,4.3,101762,11M,1000000.0,Free,0.0,Teen,Action,2015-06-11,2.0.0,3.0 and up,11264.0,3.0,0.0,13.815510557964274,11.53039203246886,0.0,0.0,9.329367078397823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow Fight 2 Special Edition,GAME,4.5,10440,86M,50000.0,Paid,4.99,Teen,Action,2018-05-30,1.0.3,4.1 and up,88064.0,4.1,249500.0,10.819778284410283,9.25339986143663,1.6074359097634274,12.427214194173711,11.385819101852961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Block Gun 3D: Ghost Ops,GAME,3.9,142693,21M,5000000.0,Free,0.0,Teen,Action,2018-06-07,1.4.0,2.3 and up,21504.0,2.3,0.0,15.424948470398375,11.868450748302388,0.0,0.0,9.975994243322877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backgammon NJ for Android,GAME,4.4,1644,15M,10000.0,Paid,7.99,Everyone,Board,2017-04-05,4.1,2.3.3 and up,15360.0,2.3.3,79900.0,9.210340371976184,7.404887575616125,2.0781907597781832,11.288531131754366,9.639522006701663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rento - Dice Board Game Online,GAME,4.3,205830,63M,10000000.0,Free,0.0,Everyone,Board,2018-06-20,4.4.9,4.1 and up,64512.0,4.1,0.0,16.11809565095832,12.234805864353046,0.0,0.0,11.074606531990986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Survival Run with Bear Grylls,GAME,4.2,128579,Varies with device,5000000.0,Free,0.0,Everyone,Action,2018-05-06,Varies with device,Varies with device,,0,0.0,15.424948470398375,11.764298780406142,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIP Backgammon Free : Play Backgammon Online,GAME,4.1,389,Varies with device,10000.0,Free,0.0,Teen,Board,2018-07-03,1.16.32,Varies with device,,0,0.0,9.210340371976184,5.963579343618446,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Out of Bounds BH Demo,GAME,0.0,3,14M,10.0,Free,0.0,Everyone,Action,2015-11-19,1.0,2.3.3 and up,14336.0,2.3.3,0.0,2.302585092994046,1.0986122886681098,0.0,0.0,9.570529135214711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi-Tank Ads Free,GAME,0.0,0,Varies with device,1.0,Paid,0.99,Everyone,Arcade,2017-07-31,1.1,4.1 and up,,4.1,0.99,0.0,0.0,-0.01005033585350145,-0.01005033585350145,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi-Tank,GAME,4.6,12,18M,50.0,Free,0.0,Everyone,Arcade,2017-07-31,Varies with device,4.1 and up,18432.0,4.1,0.0,3.912023005428146,2.4849066497880004,0.0,0.0,9.821843563495618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bike Rivals,GAME,4.2,212067,48M,10000000.0,Free,0.0,Everyone,Racing,2015-07-15,1.5.2,2.3.3 and up,49152.0,2.3.3,0.0,16.11809565095832,12.264657541460593,0.0,0.0,10.802672816507345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bingo Party - Free Bingo Games,GAME,4.7,155694,92M,1000000.0,Free,0.0,Teen,Board,2018-07-13,2.1.1,4.0.3 and up,94208.0,4.0.3,0.0,13.815510557964274,11.9556478214341,0.0,0.0,11.453260382648493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BJ's Bingo & Gaming Casino,GAME,4.5,501,65M,10000.0,Free,0.0,Teen,Casino,2018-07-26,5.0.1.3,4.3 and up,66560.0,4.3,0.0,9.210340371976184,6.2166061010848646,0.0,0.0,11.10585907549509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BJ Bridge Pro 2018,GAME,4.4,17,4.8M,500.0,Paid,4.49,Everyone,Card,2018-05-21,6.2-pro,4.0 and up,4915.2,4.0,2245.0,6.214608098422191,2.833213344056216,1.501852701754163,7.716460800176355,8.500087723513298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BJ Bridge Free (2018),GAME,3.9,20,4.8M,10000.0,Free,0.0,Everyone,Card,2018-05-21,6.2-lite,4.0 and up,4915.2,4.0,0.0,9.210340371976184,2.995732273553991,0.0,0.0,8.500087723513298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BJ Bridge Acol Beginner 2018,GAME,3.7,11,4.8M,5000.0,Free,0.0,Everyone,Card,2018-05-21,6.2-begina,4.0 and up,4915.2,4.0,0.0,8.517193191416238,2.3978952727983707,0.0,0.0,8.500087723513298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BJ Bridge Standard American 2018,GAME,1.0,1,4.9M,1000.0,Free,0.0,Everyone,Card,2018-05-21,6.2-sayc,4.0 and up,5017.6,4.0,0.0,6.907755278982137,0.0,0.0,0.0,8.520707010716034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BJ Strategy Tester,GAME,0.0,1,8.8M,100.0,Free,0.0,Everyone,Casino,2015-05-19,1.0,2.3 and up,9011.2,2.3,0.0,4.605170185988092,0.0,0.0,0.0,9.106223527083614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cards Casino:Video Poker & BJ,GAME,4.7,325,23M,10000.0,Free,0.0,Teen,Casino,2015-05-08,7.0,2.3.3 and up,23552.0,2.3.3,0.0,9.210340371976184,5.783825182329737,0.0,0.0,10.066966021528604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26M,50000.0,Free,0.0,Teen,Casino,2016-08-12,1.18,4.0 and up,26624.0,4.0,0.0,10.819778284410283,5.831882477283517,0.0,0.0,10.189568343620936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Basic Strategy Training BJ 21,GAME,0.0,0,23M,500.0,Free,0.0,Teen,Casino,2016-03-07,1.1,2.3 and up,23552.0,2.3,0.0,6.214608098422191,0.0,0.0,0.0,10.066966021528604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BJ card game blackjack,GAME,0.0,3,21M,500.0,Free,0.0,Teen,Card,2016-12-02,1.0,2.3 and up,21504.0,2.3,0.0,6.214608098422191,1.0986122886681098,0.0,0.0,9.975994243322877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BLACKJACK!,GAME,4.4,524467,33M,10000000.0,Free,0.0,Teen,Casino,2016-07-07,1.126,2.3.3 and up,33792.0,2.3.3,0.0,16.11809565095832,13.170137787775257,0.0,0.0,10.427979367065934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blackjack Verite Drills,GAME,4.6,17,4.7M,100.0,Paid,14.0,Teen,Casino,2017-07-09,1.1.10,3.0 and up,4812.8,3.0,1400.0,4.605170185988092,2.833213344056216,2.6390573296152584,7.24422751560335,8.479034314315467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blackjack,GAME,4.3,52199,Varies with device,1000000.0,Free,0.0,Teen,Casino,2017-05-18,1.2.4.69,2.3 and up,,2.3,0.0,13.815510557964274,10.862818616599109,0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BlackJack -21 Casino Card Game,GAME,4.7,2066,25M,100000.0,Free,0.0,Teen,Casino,2018-03-14,1.3,4.0.3 and up,25600.0,4.0.3,0.0,11.512925464970229,7.633369649679584,0.0,0.0,10.150347630467653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BlackJack 21 Pro,GAME,4.5,26744,51M,500000.0,Free,0.0,Teen,Casino,2018-07-27,7.4.0,4.0.3 and up,52224.0,4.0.3,0.0,13.122363377404328,10.194065428099934,0.0,0.0,10.863297438323778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ultimate BlackJack 3D FREE,GAME,4.1,1686,4.6M,100000.0,Free,0.0,Teen,Casino,2015-04-20,3.1.0,2.3 and up,4710.4,2.3,0.0,11.512925464970229,7.430114138561801,0.0,0.0,8.457528109094502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blood Domination - BL Game,GAME,4.5,415,52M,10000.0,Free,0.0,Mature 17+,Adventure,2018-07-06,1.0.1,4.1 and up,53248.0,4.1,0.0,9.210340371976184,6.028278520230698,0.0,0.0,10.882715524180881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heirs & Graces,GAME,4.3,125,70M,5000.0,Free,0.0,Teen,Adventure,2016-07-01,1.0.1,2.3.3 and up,71680.0,2.3.3,0.0,8.517193191416238,4.8283137373023015,0.0,0.0,11.179967047648812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,1563,40M,50000.0,Free,0.0,Teen,Adventure,2017-06-29,1.3.6,4.0 and up,40960.0,4.0,0.0,10.819778284410283,7.354362330421477,0.0,0.0,10.62035125971339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lust in Terror Manor - The Truth Unveiled | Otome,GAME,4.1,355,53M,10000.0,Free,0.0,Teen,Adventure,2018-07-10,1.0.6,4.1 and up,54272.0,4.1,0.0,9.210340371976184,5.872117789475416,0.0,0.0,10.901763719151575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGA MAN MOBILE,GAME,4.0,267,40M,10000.0,Paid,1.99,Everyone,Action,2017-02-17,1.02.01,4.0 and up,40960.0,4.0,19900.0,9.210340371976184,5.58724865840025,0.688134638736401,9.898475010712584,10.62035125971339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL!TZ - Endless,GAME,4.7,21,9.0M,100.0,Free,0.0,Everyone,Arcade,2017-06-30,10.05,4.0.3 and up,9216.0,4.0.3,0.0,4.605170185988092,3.044522437723423,0.0,0.0,9.128696382935672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BL-ED: From BLUE to RED,GAME,0.0,3,2.9M,10.0,Free,0.0,Everyone,Arcade,2016-04-24,1.6.5,4.4W and up,2969.6,4.4W,0.0,2.302585092994046,1.0986122886681098,0.0,0.0,7.996182542591882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Teen Patti by BL Games,GAME,4.1,496,39M,100000.0,Free,0.0,Teen,Card,2017-01-31,1.3.0,2.3.3 and up,39936.0,2.3.3,0.0,11.512925464970229,6.206575926724928,0.0,0.0,10.5950334517291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Word Hunt,GAME,4.9,59,21M,500.0,Free,0.0,Everyone,Word,2018-06-22,1.0,4.4 and up,21504.0,4.4,0.0,6.214608098422191,4.07753744390572,0.0,0.0,9.975994243322877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New York Mysteries (Full),GAME,4.5,514,5.9M,5000.0,Paid,6.99,Teen,Adventure,2018-06-04,1.0.36,4.0 and up,6041.6,4.0,34950.0,8.517193191416238,6.2422232654551655,1.944480556245719,10.461673747661957,8.706424156511128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legacy (Full),GAME,4.6,144,6.3M,1000.0,Paid,6.99,Everyone,Adventure,2018-05-15,1.0.9,4.0 and up,6451.2,4.0,6990.0,6.907755278982137,4.969813299576001,1.944480556245719,8.852235835227855,8.77202143899694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skip-Bo™,GAME,4.4,33661,60M,100000.0,Paid,2.99,Everyone,Card,2018-08-03,3.4.6,4.1 and up,61440.0,4.1,299000.0,11.512925464970229,10.424095176156737,1.095273387402595,12.608198852372823,11.025816367821553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Skip-Bo™ Free,GAME,3.5,46801,60M,1000000.0,Free,0.0,Everyone,Card,2018-08-03,3.4.6,4.1 and up,61440.0,4.1,0.0,13.815510557964274,10.753659849198824,0.0,0.0,11.025816367821553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Ball 4,GAME,4.4,1432447,59M,50000000.0,Free,0.0,Everyone,Arcade,2017-11-09,1.3.21,4.0.3 and up,60416.0,4.0.3,0.0,17.72753356339242,14.17489472863178,0.0,0.0,11.009009249505173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Skater Boy,GAME,4.3,1167143,12M,100000000.0,Free,0.0,Everyone,Arcade,2017-09-20,1.18.35,4.1 and up,12288.0,4.1,0.0,18.420680743952367,13.970069440179886,0.0,0.0,9.416378455387454,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sic Bo,GAME,0.0,1,11M,100.0,Paid,1.99,Teen,Card,2013-08-27,1.0.0,2.2 and up,11264.0,2.2,199.0,4.605170185988092,0.0,0.688134638736401,5.293304824724492,9.329367078397823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sic Bo Online! Free Casino,GAME,3.8,488,30M,100000.0,Free,0.0,Teen,Casino,2016-06-10,1.3,2.3 and up,30720.0,2.3,0.0,11.512925464970229,6.1903154058531475,0.0,0.0,10.332669187261608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hambo,GAME,4.4,125578,17M,5000000.0,Free,0.0,Everyone,Action,2015-07-06,1.1.8,2.1 and up,17408.0,2.1,0.0,15.424948470398375,11.740682358438397,0.0,0.0,9.76468514965567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
